Division,FID,Hood_ID,Index_,Lat,Long,MCI,Neighbourhood,event_unique_id,occurrencedate,occurrenceday,occurrencedayofweek,occurrencedayofyear,occurrencehour,occurrencemonth,occurrenceyear,offence,premisetype,reporteddate,reportedday,reporteddayofweek,reporteddayofyear,reportedhour,reportedmonth,reportedyear,ucr_code,ucr_ext
D33,1434,42,1550,43.7273483,-79.3277893,Assault,Banbury-Don Mills (42),GO-2015592683,1.38855E+12,1,Wednesday ,1,0,January,2014,Assault With Weapon,Apartment,1.42864E+12,10,Friday    ,100,14,April,2015,1420,100
D33,1435,42,1551,43.7273483,-79.3277893,Assault,Banbury-Don Mills (42),GO-2015592683,1.38855E+12,1,Wednesday ,1,0,January,2014,Assault With Weapon,Apartment,1.42864E+12,10,Friday    ,100,14,April,2015,1420,100
D33,1436,42,1552,43.7273483,-79.3277893,Assault,Banbury-Don Mills (42),GO-2015592683,1.38855E+12,1,Wednesday ,1,0,January,2014,Assault With Weapon,Apartment,1.42864E+12,10,Friday    ,100,14,April,2015,1420,100
D53,1437,101,1553,43.6907845,-79.4030151,Assault,Forest Hill South (101),GO-20142158036,1.38855E+12,1,Wednesday ,1,0,January,2014,Assault,Other,1.40108E+12,26,Monday    ,146,18,May,2014,1430,100
D32,1438,36,1554,43.7930641,-79.435112,Theft Over,Newtonbrook West (36),GO-2015747300,1.38855E+12,1,Wednesday ,1,0,January,2014,Theft Over,House,1.4308E+12,5,Tuesday   ,125,15,May,2015,2130,210
D54,1439,54,1555,43.7022209,-79.297287,Assault,O'Connor-Parkview (54),GO-20141658354,1.38855E+12,1,Wednesday ,1,16,January,2014,Assault,House,1.39417E+12,7,Friday    ,66,16,March,2014,1430,100
D53,1440,100,1556,43.7077179,-79.4101563,Assault,Yonge-Eglinton (100),GO-20141614306,1.3933E+12,25,Tuesday   ,56,11,February,2014,Assault,Other,1.39356E+12,28,Friday    ,59,15,February,2014,1430,100
D22,1441,18,1557,43.6032677,-79.5063095,Assault,New Toronto (18),GO-20141731018,1.39512E+12,18,Tuesday   ,77,18,March,2014,Assault,Apartment,1.3952E+12,19,Wednesday ,78,18,March,2014,1430,100
D31,1442,24,1558,43.7559319,-79.5242844,Assault,Black Creek (24),GO-20141733601,1.39512E+12,18,Tuesday   ,77,12,March,2014,Assault,Other,1.3952E+12,19,Wednesday ,78,13,March,2014,1430,100
D13,1443,96,1559,43.6783447,-79.4151764,Break and Enter,Casa Loma (96),GO-20141771744,1.39512E+12,18,Tuesday   ,77,7,March,2014,B&E,House,1.39581E+12,26,Wednesday ,85,15,March,2014,2120,200
D53,1444,104,1560,43.6973763,-79.3964691,Break and Enter,Mount Pleasant West (104),GO-20141729691,1.39512E+12,18,Tuesday   ,77,17,March,2014,B&E W'Intent,Commercial,1.3952E+12,19,Wednesday ,78,17,March,2014,2120,220
D33,1445,47,1561,43.7864914,-79.3521042,Assault,Don Valley Village (47),GO-20141730890,1.39512E+12,18,Tuesday   ,77,20,March,2014,Assault,Apartment,1.3952E+12,19,Wednesday ,78,17,March,2014,1430,100
D41,1446,127,1562,43.7428856,-79.2628708,Break and Enter,Bendale (127),GO-20141729116,1.39512E+12,18,Tuesday   ,77,15,March,2014,B&E,House,1.3952E+12,19,Wednesday ,78,12,March,2014,2120,200
D55,1447,62,1563,43.6834412,-79.3106461,Assault,East End-Danforth (62),GO-20141726495,1.39512E+12,18,Tuesday   ,77,23,March,2014,Assault,House,1.3952E+12,19,Wednesday ,78,0,March,2014,1430,100
D31,1448,21,1564,43.7600021,-79.5580597,Break and Enter,Humber Summit (21),GO-20141727744,1.39512E+12,18,Tuesday   ,77,23,March,2014,B&E W'Intent,Commercial,1.3952E+12,19,Wednesday ,78,7,March,2014,2120,220
D11,1449,88,1565,43.6563225,-79.4524536,Robbery,High Park North (88),GO-20141728117,1.39512E+12,18,Tuesday   ,77,12,March,2014,Robbery - Other,Other,1.3952E+12,19,Wednesday ,78,15,March,2014,1610,220
D23,1450,6,1566,43.6903839,-79.5377808,Assault,Kingsview Village-The Westway (6),GO-20141725887,1.39512E+12,18,Tuesday   ,77,21,March,2014,Assault With Weapon,House,1.3952E+12,19,Wednesday ,78,0,March,2014,1420,100
D51,1451,74,1567,43.6679115,-79.3709106,Break and Enter,North St.James Town (74),GO-20141727127,1.39512E+12,18,Tuesday   ,77,9,March,2014,B&E,Apartment,1.3952E+12,19,Wednesday ,78,3,March,2014,2120,200
D53,1452,104,1568,43.7105942,-79.393898,Assault,Mount Pleasant West (104),GO-20141819599,1.39512E+12,18,Tuesday   ,77,10,March,2014,Assault,Apartment,1.3965E+12,3,Thursday  ,93,10,April,2014,1430,100
D11,1453,88,1569,43.6563225,-79.4524536,Robbery,High Park North (88),GO-20141728648,1.39512E+12,18,Tuesday   ,77,12,March,2014,Robbery - Mugging,Outside,1.3952E+12,19,Wednesday ,78,10,March,2014,1610,200
D11,1454,88,1570,43.6563225,-79.4524536,Robbery,High Park North (88),GO-20141728648,1.39512E+12,18,Tuesday   ,77,12,March,2014,Robbery - Mugging,Outside,1.3952E+12,19,Wednesday ,78,10,March,2014,1610,200
D11,1455,87,1571,43.6479378,-79.4866409,Break and Enter,High Park-Swansea (87),GO-20141728783,1.39512E+12,18,Tuesday   ,77,22,March,2014,B&E,Commercial,1.3952E+12,19,Wednesday ,78,12,March,2014,2120,200
D13,1456,96,1572,43.6787796,-79.4165802,Assault,Casa Loma (96),GO-20141894445,1.39512E+12,18,Tuesday   ,77,9,March,2014,Assault With Weapon,Other,1.39823E+12,23,Wednesday ,113,9,April,2014,1420,100
D11,1457,93,1573,43.6583405,-79.4427338,Assault,Dovercourt-Wallace Emerson-Junction (93),GO-20141720591,1.39512E+12,18,Tuesday   ,77,2,March,2014,Assault Peace Officer,Outside,1.39512E+12,18,Tuesday   ,77,2,March,2014,1460,100
D14,1458,81,1574,43.647747,-79.4095001,Assault,Trinity-Bellwoods (81),GO-20141722527,1.39512E+12,18,Tuesday   ,77,11,March,2014,Assault,Other,1.39512E+12,18,Tuesday   ,77,11,March,2014,1430,100
D13,1459,94,1575,43.6775475,-79.4274445,Robbery,Wychwood (94),GO-20141724114,1.39512E+12,18,Tuesday   ,77,15,March,2014,Robbery - Swarming,Outside,1.39512E+12,18,Tuesday   ,77,15,March,2014,1610,180
D43,1460,134,1576,43.785347,-79.1933441,Assault,Highland Creek (134),GO-20141724760,1.39512E+12,18,Tuesday   ,77,17,March,2014,Assault,Other,1.39512E+12,18,Tuesday   ,77,17,March,2014,1430,100
D52,1461,75,1577,43.6491508,-79.3779144,Robbery,Church-Yonge Corridor (75),GO-20141353409,1.38985E+12,16,Thursday  ,16,10,January,2014,Robbery - Mugging,Outside,1.38985E+12,16,Thursday  ,16,10,January,2014,1610,200
D55,1462,62,1578,43.6894531,-79.2960587,Assault,East End-Danforth (62),GO-20141356507,1.38985E+12,16,Thursday  ,16,18,January,2014,Assault With Weapon,Commercial,1.38985E+12,16,Thursday  ,16,18,January,2014,1420,100
D31,1463,26,1579,43.7223663,-79.5089798,Assault,Downsview-Roding-CFB (26),GO-20141357037,1.38985E+12,16,Thursday  ,16,20,January,2014,Assault,Apartment,1.38985E+12,16,Thursday  ,16,20,January,2014,1430,100
D55,1464,62,1580,43.679039,-79.3100281,Assault,East End-Danforth (62),GO-20141357355,1.38985E+12,16,Thursday  ,16,23,January,2014,Assault,House,1.38985E+12,16,Thursday  ,16,23,January,2014,1430,100
D13,1465,107,1581,43.6921501,-79.4405899,Assault,Oakwood Village (107),GO-20141357648,1.38985E+12,16,Thursday  ,16,21,January,2014,Assault,Commercial,1.38985E+12,16,Thursday  ,16,22,January,2014,1430,100
D32,1466,51,1582,43.7639999,-79.4115677,Assault,Willowdale East (51),GO-20141354641,1.38985E+12,16,Thursday  ,16,13,January,2014,Assault,Commercial,1.38985E+12,16,Thursday  ,16,13,January,2014,1430,100
D54,1467,66,1583,43.684742,-79.3171768,Assault,Danforth (66),GO-20141351726,1.38985E+12,16,Thursday  ,16,1,January,2014,Assault,Apartment,1.38985E+12,16,Thursday  ,16,1,January,2014,1430,100
D53,1468,95,1584,43.6747131,-79.3929214,Break and Enter,Annex (95),GO-20141351689,1.38985E+12,16,Thursday  ,16,0,January,2014,B&E,Commercial,1.38985E+12,16,Thursday  ,16,1,January,2014,2120,200
D51,1469,73,1585,43.6545258,-79.3694611,Assault,Moss Park (73),GO-20141352575,1.38985E+12,16,Thursday  ,16,7,January,2014,Assault,Other,1.38985E+12,16,Thursday  ,16,9,January,2014,1430,100
D51,1470,77,1586,43.6500168,-79.3584518,Assault,Waterfront Communities-The Island (77),GO-20141353907,1.38985E+12,16,Thursday  ,16,10,January,2014,Assault,Apartment,1.38985E+12,16,Thursday  ,16,12,January,2014,1430,100
D13,1471,32,1587,43.7163353,-79.4321136,Break and Enter,Englemount-Lawrence (32),GO-20141353612,1.38985E+12,16,Thursday  ,16,10,January,2014,B&E,Other,1.38985E+12,16,Thursday  ,16,10,January,2014,2120,200
D23,1472,1,1588,43.7321815,-79.5920868,Break and Enter,West Humber-Clairville (1),GO-20141355450,1.38985E+12,16,Thursday  ,16,13,January,2014,B&E,House,1.38985E+12,16,Thursday  ,16,15,January,2014,2120,200
D32,1473,35,1589,43.772316,-79.450943,Break and Enter,Westminster-Branson (35),GO-20141356340,1.38985E+12,16,Thursday  ,16,18,January,2014,B&E,Apartment,1.38985E+12,16,Thursday  ,16,18,January,2014,2120,200
D33,1474,47,1590,43.7789993,-79.3551025,Break and Enter,Don Valley Village (47),GO-20141355695,1.38985E+12,16,Thursday  ,16,13,January,2014,B&E,House,1.38985E+12,16,Thursday  ,16,17,January,2014,2120,200
D42,1475,118,1591,43.7779846,-79.311203,Assault,Tam O'Shanter-Sullivan (118),GO-20141357750,1.38985E+12,16,Thursday  ,16,22,January,2014,Assault,Commercial,1.38985E+12,16,Thursday  ,16,22,January,2014,1430,100
D13,1476,109,1592,43.6863136,-79.4512634,Break and Enter,Caledonia-Fairbank (109),GO-20141356098,1.38985E+12,16,Thursday  ,16,9,January,2014,B&E,House,1.38985E+12,16,Thursday  ,16,17,January,2014,2120,200
D14,1477,82,1593,43.6383095,-79.4205704,Break and Enter,Niagara (82),GO-20141355275,1.38985E+12,16,Thursday  ,16,15,January,2014,B&E,Commercial,1.38985E+12,16,Thursday  ,16,15,January,2014,2120,200
D11,1478,87,1594,43.6393433,-79.4513092,Assault,High Park-Swansea (87),GO-20141367558,1.38985E+12,16,Thursday  ,16,21,January,2014,Assault Bodily Harm,Apartment,1.39002E+12,18,Saturday  ,18,14,January,2014,1420,110
D23,1479,3,1595,43.7374573,-79.5665817,Assault,Thistletown-Beaumond Heights (3),GO-20141357862,1.38985E+12,16,Thursday  ,16,23,January,2014,Assault,Apartment,1.38985E+12,16,Thursday  ,16,23,January,2014,1430,100
D33,1480,48,1596,43.7931633,-79.3522873,Assault,Hillcrest Village (48),GO-20141372720,1.39002E+12,18,Saturday  ,18,18,January,2014,Assault,Apartment,1.39011E+12,19,Sunday    ,19,15,January,2014,1430,100
D41,1481,120,1597,43.7124443,-79.2724075,Break and Enter,Clairlea-Birchmount (120),GO-20141382877,1.39002E+12,18,Saturday  ,18,5,January,2014,B&E,Apartment,1.39028E+12,21,Tuesday   ,21,8,January,2014,2120,200
D55,1482,62,1598,43.6884499,-79.3005447,Assault,East End-Danforth (62),GO-20141369891,1.39002E+12,18,Saturday  ,18,20,January,2014,Assault,Apartment,1.39011E+12,19,Sunday    ,19,2,January,2014,1430,100
D14,1483,81,1599,43.6444817,-79.4174805,Break and Enter,Trinity-Bellwoods (81),GO-20141372051,1.39002E+12,18,Saturday  ,18,12,January,2014,B&E,Apartment,1.39011E+12,19,Sunday    ,19,10,January,2014,2120,200
D33,1484,47,1600,43.7758369,-79.3437195,Break and Enter,Don Valley Village (47),GO-20141372327,1.39002E+12,18,Saturday  ,18,21,January,2014,B&E,Commercial,1.39011E+12,19,Sunday    ,19,11,January,2014,2120,200
D55,1485,65,1330,43.6743202,-79.3282013,Break and Enter,Greenwood-Coxwell (65),GO-20141311392,1.38924E+12,9,Thursday  ,9,14,January,2014,B&E,House,1.38924E+12,9,Thursday  ,9,14,January,2014,2120,200
D23,1486,2,1908,43.7468147,-79.5838089,Assault,Mount Olive-Silverstone-Jamestown (2),GO-20171022415,1.38873E+12,3,Friday    ,3,9,January,2014,Assault,Apartment,1.49551E+12,23,Tuesday   ,143,7,May,2017,1430,100
D43,1487,127,1102,43.7616119,-79.2544022,Assault,Bendale (127),GO-20141300223,1.38907E+12,7,Tuesday   ,7,18,January,2014,Assault,House,1.38907E+12,7,Tuesday   ,7,18,January,2014,1430,100
D33,1488,45,1331,43.7522316,-79.3318024,Break and Enter,Parkwoods-Donalda (45),GO-20141310851,1.38924E+12,9,Thursday  ,9,13,January,2014,B&E,House,1.38924E+12,9,Thursday  ,9,13,January,2014,2120,200
D33,1489,45,1103,43.7604408,-79.333168,Theft Over,Parkwoods-Donalda (45),GO-20141301110,1.38907E+12,7,Tuesday   ,7,22,January,2014,Theft From Mail / Bag / Key,Apartment,1.38907E+12,7,Tuesday   ,7,22,January,2014,2130,200
D33,1490,47,1332,43.7894897,-79.3618393,Robbery,Don Valley Village (47),GO-20141313380,1.38924E+12,9,Thursday  ,9,21,January,2014,Robbery - Purse Snatch,Outside,1.38924E+12,9,Thursday  ,9,21,January,2014,1610,150
D43,1491,140,1104,43.7532654,-79.1872253,Robbery,Guildwood (140),GO-20141300141,1.38907E+12,7,Tuesday   ,7,18,January,2014,Robbery - Mugging,Outside,1.38907E+12,7,Tuesday   ,7,18,January,2014,1610,200
D51,1492,75,1909,43.665844,-79.3849564,Assault,Church-Yonge Corridor (75),GO-201558340,1.38942E+12,11,Saturday  ,11,5,January,2014,Assault,Apartment,1.42095E+12,11,Sunday    ,11,5,January,2015,1430,100
D32,1493,38,1018,43.7618408,-79.4134598,Robbery,Lansing-Westgate (38),GO-20141507116,1.39201E+12,10,Monday    ,41,23,February,2014,Robbery - Mugging,Other,1.39209E+12,11,Tuesday   ,42,0,February,2014,1610,200
D31,1494,23,1333,43.718792,-79.537735,Assault,Pelmo Park-Humberlea (23),GO-20141427114,1.38924E+12,9,Thursday  ,9,2,January,2014,Aggravated Assault,House,1.39097E+12,29,Wednesday ,29,2,January,2014,1410,100
D32,1495,52,1019,43.7675591,-79.3882599,Assault,Bayview Village (52),GO-20141508870,1.39201E+12,10,Monday    ,41,13,February,2014,Assault,Commercial,1.39209E+12,11,Tuesday   ,42,10,February,2014,1430,100
D33,1496,45,1415,43.7553139,-79.33461,Assault,Parkwoods-Donalda (45),GO-20141597073,1.3933E+12,25,Tuesday   ,56,16,February,2014,Assault,Outside,1.3933E+12,25,Tuesday   ,56,17,February,2014,1430,100
D52,1497,78,1817,43.6504784,-79.3949966,Robbery,Kensington-Chinatown (78),GO-20141335761,1.38898E+12,6,Monday    ,6,1,January,2014,Robbery - Other,Outside,1.38959E+12,13,Monday    ,13,14,January,2014,1610,220
D43,1498,136,1105,43.7614021,-79.1740341,Break and Enter,West Hill (136),GO-20141299897,1.38907E+12,7,Tuesday   ,7,14,January,2014,B&E,House,1.38907E+12,7,Tuesday   ,7,17,January,2014,2120,200
D23,1499,6,1910,43.695797,-79.5521545,Robbery,Kingsview Village-The Westway (6),GO-20141321028,1.38942E+12,11,Saturday  ,11,0,January,2014,Robbery - Other,Outside,1.38942E+12,11,Saturday  ,11,2,January,2014,1610,220
D42,1500,130,1911,43.8138962,-79.2949371,Break and Enter,Milliken (130),GO-20141322396,1.38942E+12,11,Saturday  ,11,4,January,2014,B&E,Commercial,1.38942E+12,11,Saturday  ,11,8,January,2014,2120,200
D12,1501,113,1334,43.703701,-79.5267639,Break and Enter,Weston (113),GO-20141329929,1.38924E+12,9,Thursday  ,9,17,January,2014,B&E,Apartment,1.3895E+12,12,Sunday    ,12,18,January,2014,2120,200
D42,1502,117,1912,43.7974892,-79.3123169,Assault,L'Amoreaux (117),GO-20141322862,1.38942E+12,11,Saturday  ,11,10,January,2014,Assault,Apartment,1.38942E+12,11,Saturday  ,11,10,January,2014,1430,100
D54,1503,57,1106,43.688549,-79.3552628,Assault,Broadview North (57),GO-20141300926,1.38907E+12,7,Tuesday   ,7,21,January,2014,Assault,House,1.38907E+12,7,Tuesday   ,7,21,January,2014,1430,100
D43,1504,127,1818,43.7736168,-79.2611313,Break and Enter,Bendale (127),GO-20141293524,1.38898E+12,6,Monday    ,6,11,January,2014,B&E,Apartment,1.38898E+12,6,Monday    ,6,17,January,2014,2120,200
D12,1505,111,1335,43.6716728,-79.4937515,Break and Enter,Rockcliffe-Smythe (111),GO-20141341684,1.38924E+12,9,Thursday  ,9,21,January,2014,B&E,Apartment,1.38968E+12,14,Tuesday   ,14,14,January,2014,2120,200
D33,1506,45,1416,43.7553139,-79.33461,Assault,Parkwoods-Donalda (45),GO-20141597073,1.3933E+12,25,Tuesday   ,56,16,February,2014,Assault,Outside,1.3933E+12,25,Tuesday   ,56,17,February,2014,1430,100
D41,1507,122,1020,43.6916504,-79.2752457,Break and Enter,Birchcliffe-Cliffside (122),GO-20141503368,1.39201E+12,10,Monday    ,41,10,February,2014,B&E W'Intent,House,1.39209E+12,11,Tuesday   ,42,9,February,2014,2120,220
D11,1508,114,1819,43.6638908,-79.5034866,Assault,Lambton Baby Point (114),GO-20141293915,1.38898E+12,6,Monday    ,6,19,January,2014,Assault,Apartment,1.38898E+12,6,Monday    ,6,19,January,2014,1430,100
D55,1509,62,1336,43.684948,-79.3020477,Assault,East End-Danforth (62),GO-20141404944,1.38924E+12,9,Thursday  ,9,16,January,2014,Assault,House,1.3895E+12,12,Sunday    ,12,11,January,2014,1430,100
D51,1510,74,1417,43.6692467,-79.3728333,Assault,North St.James Town (74),GO-20141593164,1.3933E+12,25,Tuesday   ,56,4,February,2014,Assault,Apartment,1.3933E+12,25,Tuesday   ,56,4,February,2014,1430,100
D43,1511,139,1021,43.7399826,-79.2279282,Break and Enter,Scarborough Village (139),GO-20141510962,1.39201E+12,10,Monday    ,41,11,February,2014,B&E,Apartment,1.39209E+12,11,Tuesday   ,42,15,February,2014,2120,200
D33,1512,45,1820,43.7621841,-79.3211517,Assault,Parkwoods-Donalda (45),GO-20141294795,1.38898E+12,6,Monday    ,6,22,January,2014,Assault Bodily Harm,Apartment,1.38898E+12,6,Monday    ,6,22,January,2014,1420,110
D14,1513,95,1107,43.66539,-79.409996,Break and Enter,Annex (95),GO-20141300854,1.38907E+12,7,Tuesday   ,7,21,January,2014,B&E,Commercial,1.38907E+12,7,Tuesday   ,7,21,January,2014,2120,200
D41,1514,138,1913,43.7351761,-79.2473831,Assault,Eglinton East (138),GO-20141323719,1.38942E+12,11,Saturday  ,11,13,January,2014,Assault,Apartment,1.38942E+12,11,Saturday  ,11,13,January,2014,1430,100
D42,1515,128,1337,43.798027,-79.2444153,Break and Enter,Agincourt South-Malvern West (128),GO-20141317622,1.38924E+12,9,Thursday  ,9,19,January,2014,B&E,Commercial,1.38933E+12,10,Friday    ,10,20,January,2014,2120,200
D14,1516,85,1821,43.6377449,-79.4332809,Robbery,South Parkdale (85),GO-20141294004,1.38898E+12,6,Monday    ,6,19,January,2014,Robbery - Mugging,Outside,1.38898E+12,6,Monday    ,6,19,January,2014,1610,200
D32,1517,105,1022,43.7274361,-79.4028397,Break and Enter,Lawrence Park North (105),GO-20141507994,1.39201E+12,10,Monday    ,41,17,February,2014,B&E,Other,1.39209E+12,11,Tuesday   ,42,7,February,2014,2120,200
D13,1518,92,1418,43.6747322,-79.4417496,Break and Enter,Corso Italia-Davenport (92),GO-20141594453,1.3933E+12,25,Tuesday   ,56,10,February,2014,Unlawfully In Dwelling-House,House,1.3933E+12,25,Tuesday   ,56,10,February,2014,2120,210
D52,1519,76,1914,43.6585121,-79.3848953,Assault,Bay Street Corridor (76),GO-20141325257,1.38942E+12,11,Saturday  ,11,17,January,2014,Assault,Commercial,1.38942E+12,11,Saturday  ,11,17,January,2014,1430,100
D32,1520,50,1108,43.7816391,-79.4160004,Assault,Newtonbrook East (50),GO-20141301077,1.38907E+12,7,Tuesday   ,7,22,January,2014,Assault With Weapon,Other,1.38907E+12,7,Tuesday   ,7,22,January,2014,1420,100
D13,1521,109,1338,43.689003,-79.4605484,Assault,Caledonia-Fairbank (109),GO-20141348218,1.38924E+12,9,Thursday  ,9,12,January,2014,Assault,Apartment,1.38976E+12,15,Wednesday ,15,12,January,2014,1430,100
D53,1522,104,1822,43.7095871,-79.3989944,Assault,Mount Pleasant West (104),GO-20141294993,1.38898E+12,6,Monday    ,6,22,January,2014,Assault,Apartment,1.38898E+12,6,Monday    ,6,23,January,2014,1430,100
D32,1523,34,1823,43.7526894,-79.4519196,Assault,Bathurst Manor (34),GO-20141294892,1.38898E+12,6,Monday    ,6,22,January,2014,Assault Bodily Harm,Apartment,1.38898E+12,6,Monday    ,6,22,January,2014,1420,110
D41,1524,122,1824,43.699131,-79.2543335,Robbery,Birchcliffe-Cliffside (122),GO-20141290519,1.38898E+12,6,Monday    ,6,8,January,2014,Robbery - Mugging,Apartment,1.38898E+12,6,Monday    ,6,10,January,2014,1610,200
D41,1525,122,1825,43.699131,-79.2543335,Robbery,Birchcliffe-Cliffside (122),GO-20141290519,1.38898E+12,6,Monday    ,6,8,January,2014,Robbery - Other,Apartment,1.38898E+12,6,Monday    ,6,10,January,2014,1610,220
D51,1526,75,1826,43.6562653,-79.3783188,Assault,Church-Yonge Corridor (75),GO-20141292026,1.38898E+12,6,Monday    ,6,13,January,2014,Assault With Weapon,Apartment,1.38898E+12,6,Monday    ,6,16,January,2014,1420,100
D42,1527,118,1827,43.7821503,-79.3055801,Break and Enter,Tam O'Shanter-Sullivan (118),GO-20141292564,1.38898E+12,6,Monday    ,6,11,January,2014,B&E,House,1.38898E+12,6,Monday    ,6,14,January,2014,2120,200
D54,1528,54,1828,43.7083473,-79.3106537,Assault,O'Connor-Parkview (54),GO-20141294034,1.38898E+12,6,Monday    ,6,19,January,2014,Assault,Apartment,1.38898E+12,6,Monday    ,6,19,January,2014,1430,100
D41,1529,126,1829,43.7689018,-79.285553,Assault,Dorset Park (126),GO-20141294189,1.38898E+12,6,Monday    ,6,20,January,2014,Assault - Resist/ Prevent Seiz,Apartment,1.38898E+12,6,Monday    ,6,20,January,2014,1480,100
D43,1530,135,1830,43.7826042,-79.2049789,Robbery,Morningside (135),GO-20141289817,1.38898E+12,6,Monday    ,6,5,January,2014,Robbery With Weapon,Apartment,1.38898E+12,6,Monday    ,6,5,January,2014,1610,100
D43,1531,135,1831,43.7826042,-79.2049789,Robbery,Morningside (135),GO-20141289817,1.38898E+12,6,Monday    ,6,5,January,2014,Robbery - Business,Apartment,1.38898E+12,6,Monday    ,6,5,January,2014,1610,210
D31,1532,25,1832,43.747097,-79.5151291,Assault,Glenfield-Jane Heights (25),GO-20141766284,1.39572E+12,25,Tuesday   ,84,16,March,2014,Assault With Weapon,Outside,1.39572E+12,25,Tuesday   ,84,16,March,2014,1420,100
D32,1533,50,1833,43.7816391,-79.4160004,Robbery,Newtonbrook East (50),GO-20141767559,1.39572E+12,25,Tuesday   ,84,21,March,2014,Robbery - Mugging,Other,1.39572E+12,25,Tuesday   ,84,21,March,2014,1610,200
D13,1534,108,1834,43.6946297,-79.455101,Robbery,Briar Hill-Belgravia (108),GO-20141768006,1.39572E+12,25,Tuesday   ,84,22,March,2014,Robbery With Weapon,Outside,1.39572E+12,25,Tuesday   ,84,22,March,2014,1610,100
D14,1535,81,1835,43.6457481,-79.4112549,Robbery,Trinity-Bellwoods (81),GO-20141762588,1.39572E+12,25,Tuesday   ,84,3,March,2014,Robbery With Weapon,Commercial,1.39572E+12,25,Tuesday   ,84,3,March,2014,1610,100
D54,1536,62,1836,43.6893082,-79.2967682,Assault,East End-Danforth (62),GO-20141764927,1.39572E+12,25,Tuesday   ,84,12,March,2014,Assault Peace Officer,Commercial,1.39572E+12,25,Tuesday   ,84,12,March,2014,1460,100
D41,1537,124,1837,43.7327728,-79.2645569,Robbery,Kennedy Park (124),GO-20141765639,1.39572E+12,25,Tuesday   ,84,14,March,2014,Robbery - Mugging,Other,1.39572E+12,25,Tuesday   ,84,15,March,2014,1610,200
D14,1538,82,1838,43.642292,-79.4107208,Break and Enter,Niagara (82),GO-20141767595,1.39572E+12,25,Tuesday   ,84,16,March,2014,B&E W'Intent,House,1.39572E+12,25,Tuesday   ,84,21,March,2014,2120,220
D41,1539,122,1839,43.6867905,-79.2790146,Break and Enter,Birchcliffe-Cliffside (122),GO-20141768101,1.39572E+12,25,Tuesday   ,84,12,March,2014,B&E,House,1.39572E+12,25,Tuesday   ,84,23,March,2014,2120,200
D52,1540,76,1840,43.647522,-79.3854599,Assault,Bay Street Corridor (76),GO-20141767323,1.39572E+12,25,Tuesday   ,84,20,March,2014,Assault,Outside,1.39572E+12,25,Tuesday   ,84,20,March,2014,1430,100
D52,1541,79,1841,43.6623764,-79.3946991,Break and Enter,University (79),GO-20141782970,1.39572E+12,25,Tuesday   ,84,17,March,2014,B&E,Other,1.39598E+12,28,Friday    ,87,11,March,2014,2120,200
D14,1542,85,1842,43.6371803,-79.4360352,Assault,South Parkdale (85),GO-20141800262,1.39572E+12,25,Tuesday   ,84,14,March,2014,Assault With Weapon,Apartment,1.39624E+12,31,Monday    ,90,13,March,2014,1420,100
D14,1543,86,1843,43.641304,-79.4331512,Break and Enter,Roncesvalles (86),GO-20141771219,1.39572E+12,25,Tuesday   ,84,21,March,2014,B&E,Other,1.39581E+12,26,Wednesday ,85,13,March,2014,2120,200
D52,1544,76,1844,43.6532097,-79.3812866,Break and Enter,Bay Street Corridor (76),GO-20141769571,1.39572E+12,25,Tuesday   ,84,18,March,2014,B&E,Commercial,1.39581E+12,26,Wednesday ,85,9,March,2014,2120,200
D33,1545,42,1845,43.7293587,-79.3283997,Assault,Banbury-Don Mills (42),GO-20141773441,1.39572E+12,25,Tuesday   ,84,17,March,2014,Assault With Weapon,Apartment,1.39581E+12,26,Wednesday ,85,20,March,2014,1420,100
D33,1546,42,1846,43.7293587,-79.3283997,Assault,Banbury-Don Mills (42),GO-20141773441,1.39572E+12,25,Tuesday   ,84,17,March,2014,Assault With Weapon,Apartment,1.39581E+12,26,Wednesday ,85,20,March,2014,1420,100
D52,1547,76,1847,43.6608162,-79.3858566,Assault,Bay Street Corridor (76),GO-20141776873,1.39572E+12,25,Tuesday   ,84,14,March,2014,Assault,Other,1.39589E+12,27,Thursday  ,86,11,March,2014,1430,100
D41,1548,122,1848,43.6866264,-79.2791138,Break and Enter,Birchcliffe-Cliffside (122),GO-20141771106,1.39572E+12,25,Tuesday   ,84,19,March,2014,B&E,House,1.39581E+12,26,Wednesday ,85,13,March,2014,2120,200
D54,1549,59,1849,43.6873474,-79.3252869,Assault,Danforth East York (59),GO-20141771789,1.39572E+12,25,Tuesday   ,84,15,March,2014,Assault,Outside,1.39581E+12,26,Wednesday ,85,15,March,2014,1430,100
D43,1550,136,1850,43.7758751,-79.1783829,Break and Enter,West Hill (136),GO-20141779797,1.39572E+12,25,Tuesday   ,84,20,March,2014,B&E,Other,1.39589E+12,27,Thursday  ,86,20,March,2014,2120,200
D42,1551,118,1851,43.7821198,-79.2934647,Assault,Tam O'Shanter-Sullivan (118),GO-20141775755,1.39572E+12,25,Tuesday   ,84,2,March,2014,Assault,Apartment,1.39589E+12,27,Thursday  ,86,8,March,2014,1430,100
D42,1552,117,1852,43.7910423,-79.3103943,Assault,L'Amoreaux (117),GO-20141769090,1.39572E+12,25,Tuesday   ,84,23,March,2014,Assault,House,1.39581E+12,26,Wednesday ,85,8,March,2014,1430,100
